Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3300,45,Female,Shorts,Clothing,32.0,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,,Venmo,Monthly
3301,26,Female,Hat,Accessories,80.0,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,,Bank Transfer,Bi-Weekly
3302,36,Female,Pants,Clothing,58.0,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,,Credit Card,Fortnightly
3303,36,Female,Blouse,Clothing,82.0,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,,Venmo,Bi-Weekly
3304,20,Female,Belt,Accessories,60.0,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,,Credit Card,Fortnightly
3305,30,Female,Handbag,Accessories,79.0,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,,Bank Transfer,Every 3 Months
3306,34,Female,Hoodie,Clothing,41.0,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,,PayPal,Bi-Weekly
3307,63,Female,Jacket,Outerwear,39.0,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,,Venmo,Fortnightly
3308,18,Female,Scarf,Accessories,36.0,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,,Cash,Monthly
3309,55,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Express,No,No,,Cash,Monthly
3310,48,Female,Handbag,Accessories,47.0,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,,PayPal,Monthly
3311,45,Female,Jacket,Outerwear,27.0,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,,PayPal,Fortnightly
3312,29,Female,Hat,Accessories,52.0,Florida,L,Blue,Summer,4.0,No,Express,No,No,,Bank Transfer,Annually
3313,55,Female,Sneakers,Footwear,75.0,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,,Cash,Quarterly
3314,55,Female,Hat,Accessories,30.0,Kansas,XL,Black,Fall,3.9,No,Express,No,No,,Credit Card,Monthly
3315,55,Female,Socks,Clothing,94.0,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,,Credit Card,Quarterly
3316,48,Female,Scarf,Accessories,68.0,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,,PayPal,Every 3 Months
3317,42,Female,Socks,Clothing,45.0,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,,Debit Card,Fortnightly
3318,21,Female,Hat,Accessories,67.0,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,,Cash,Quarterly
3319,45,Female,Jacket,Outerwear,46.0,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,,PayPal,Monthly
3320,23,Female,Shorts,Clothing,31.0,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,,Credit Card,Every 3 Months
3321,66,Female,Blouse,Clothing,44.0,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,,Cash,Every 3 Months
3322,32,Female,Coat,Outerwear,100.0,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,,Venmo,Annually
3323,52,Female,Sweater,Clothing,92.0,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,,PayPal,Weekly
3324,54,Female,Handbag,Accessories,78.0,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,,Credit Card,Monthly
3325,37,Female,T-shirt,Clothing,32.0,Missouri,S,Red,Fall,3.3,No,Standard,No,No,,Venmo,Weekly
3326,29,Female,Sandals,Footwear,97.0,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,,Venmo,Monthly
3327,47,Female,Gloves,Accessories,95.0,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,,Debit Card,Annually
3328,47,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Express,No,No,,Debit Card,Quarterly
3329,42,Female,Sandals,Footwear,35.0,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,,Cash,Bi-Weekly
3330,34,Female,Backpack,Accessories,54.0,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,,Debit Card,Bi-Weekly
3331,38,Female,Sneakers,Footwear,96.0,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,,Bank Transfer,Quarterly
3332,55,Female,Sunglasses,Accessories,58.0,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,,PayPal,Quarterly
3333,27,Female,T-shirt,Clothing,23.0,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,,PayPal,Bi-Weekly
3334,55,Female,Jeans,Clothing,35.0,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,,PayPal,Monthly
3335,66,Female,Shirt,Clothing,23.0,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,,Credit Card,Annually
3336,44,Female,Hat,Accessories,94.0,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,,Bank Transfer,Quarterly
3337,39,Female,Blouse,Clothing,45.0,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,,Debit Card,Annually
3338,23,Female,Jacket,Outerwear,23.0,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,,Bank Transfer,Bi-Weekly
3339,29,Female,Skirt,Clothing,94.0,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,,Credit Card,Monthly
3340,20,Female,Gloves,Accessories,99.0,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,,Cash,Fortnightly
3341,42,Female,T-shirt,Clothing,36.0,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,,Credit Card,Fortnightly
3342,55,Female,Jacket,Outerwear,50.0,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,,Credit Card,Monthly
3343,66,Female,Jacket,Outerwear,81.0,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,,Credit Card,Weekly
3344,24,Female,Shorts,Clothing,31.0,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,,Cash,Bi-Weekly
3345,62,Female,Hat,Accessories,48.0,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,,Cash,Annually
3346,28,Female,Handbag,Accessories,91.0,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,,Venmo,Bi-Weekly
3347,30,Female,Jeans,Clothing,99.0,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,,Venmo,Quarterly
3348,22,Female,Shoes,Footwear,70.0,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,,PayPal,Bi-Weekly
3349,28,Female,T-shirt,Clothing,74.0,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,,Cash,Every 3 Months
3350,35,Female,Jewelry,Accessories,79.0,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,,PayPal,Quarterly
3351,45,Female,Handbag,Accessories,33.0,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,,Cash,Bi-Weekly
3352,43,Female,Shirt,Clothing,49.0,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,,Bank Transfer,Fortnightly
3353,55,Female,Belt,Accessories,96.0,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,,Bank Transfer,Bi-Weekly
3354,31,Female,Dress,Clothing,66.0,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,,Credit Card,Every 3 Months
3355,42,Female,Skirt,Clothing,45.0,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,,PayPal,Weekly
3356,40,Female,Blouse,Clothing,28.0,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,,Bank Transfer,Bi-Weekly
3357,39,Female,Jeans,Clothing,48.0,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,,PayPal,Bi-Weekly
3358,41,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,,Credit Card,Monthly
3359,56,Female,T-shirt,Clothing,59.0,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,,Cash,Annually
3360,43,Female,Sunglasses,Accessories,74.0,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,,Debit Card,Monthly
3361,22,Female,Jacket,Outerwear,81.0,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,,Cash,Every 3 Months
3362,47,Female,Shoes,Footwear,26.0,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,,Credit Card,Bi-Weekly
3363,50,Female,Handbag,Accessories,61.0,Tennessee,M,Gray,Summer,3.0,No,Next Day Air,No,No,,Venmo,Fortnightly
3364,58,Female,Sweater,Clothing,23.0,California,M,Turquoise,Winter,3.0,No,Next Day Air,No,No,,Bank Transfer,Bi-Weekly
3365,50,Female,Scarf,Accessories,33.0,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,,Credit Card,Monthly
3366,43,Female,Skirt,Clothing,58.0,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,,Credit Card,Every 3 Months
3367,38,Female,Gloves,Accessories,65.0,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,,Debit Card,Quarterly
3368,44,Female,T-shirt,Clothing,48.0,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,,Venmo,Fortnightly
3369,30,Female,Sandals,Footwear,25.0,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,,Bank Transfer,Every 3 Months
3370,47,Female,Sweater,Clothing,51.0,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,,Cash,Monthly
3371,30,Female,Belt,Accessories,31.0,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,,Cash,Fortnightly
3372,49,Female,Hoodie,Clothing,99.0,Colorado,S,Turquoise,Winter,4.0,No,Next Day Air,No,No,,PayPal,Annually
3373,56,Female,Socks,Clothing,25.0,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,,Credit Card,Every 3 Months
3374,70,Female,Sandals,Footwear,52.0,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,,Debit Card,Every 3 Months
3375,22,Female,Blouse,Clothing,47.0,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,,Debit Card,Annually
3376,51,Female,Boots,Footwear,98.0,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,,Credit Card,Annually
3377,22,Female,Hat,Accessories,46.0,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,,Cash,Quarterly
3378,37,Female,Shirt,Clothing,32.0,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,,PayPal,Fortnightly
3379,49,Female,Shorts,Clothing,75.0,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,,Cash,Quarterly
3380,61,Female,Handbag,Accessories,51.0,Tennessee,L,Turquoise,Summer,5.0,No,Store Pickup,No,No,,Cash,Weekly
3381,41,Female,Dress,Clothing,52.0,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,,PayPal,Every 3 Months
3382,57,Female,Hat,Accessories,66.0,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,,Credit Card,Quarterly
3383,34,Female,Sweater,Clothing,35.0,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,,Bank Transfer,Weekly
3384,27,Female,Coat,Outerwear,43.0,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,,Venmo,Bi-Weekly
3385,39,Female,Hoodie,Clothing,24.0,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,,Venmo,Quarterly
3386,62,Female,Jewelry,Accessories,83.0,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,,Credit Card,Every 3 Months
3387,34,Female,T-shirt,Clothing,62.0,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,,Cash,Quarterly
3388,53,Female,Pants,Clothing,78.0,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,,Credit Card,Bi-Weekly
3389,35,Female,Sweater,Clothing,61.0,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,,Credit Card,Weekly
3390,38,Female,Pants,Clothing,57.0,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,,Venmo,Annually
3391,32,Female,Socks,Clothing,70.0,Oregon,S,Red,Summer,3.0,No,Next Day Air,No,No,,PayPal,Annually
3392,47,Female,Hoodie,Clothing,57.0,Montana,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,,Debit Card,Every 3 Months
3393,53,Female,Scarf,Accessories,74.0,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,,Venmo,Bi-Weekly
3394,60,Female,Dress,Clothing,90.0,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,No,,Debit Card,Monthly
3395,31,Female,Sandals,Footwear,98.0,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,,PayPal,Annually
3396,44,Female,Dress,Clothing,43.0,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,No,,Debit Card,Every 3 Months
3397,29,Female,Pants,Clothing,37.0,Tennessee,XL,Black,Winter,5.0,No,Next Day Air,No,No,,PayPal,Quarterly
3398,19,Female,Blouse,Clothing,38.0,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,,Bank Transfer,Bi-Weekly
3399,54,Female,Jeans,Clothing,60.0,Montana,L,Pink,Winter,3.8,No,Standard,No,No,,Cash,Fortnightly
3400,40,Female,Pants,Clothing,55.0,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,,Debit Card,Annually
3401,39,Female,Sunglasses,Accessories,51.0,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,,Venmo,Fortnightly
3402,44,Female,Backpack,Accessories,71.0,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,,Credit Card,Weekly
3403,22,Female,Hoodie,Clothing,61.0,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,No,,PayPal,Every 3 Months
3404,30,Female,Boots,Footwear,65.0,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,,Cash,Bi-Weekly
3405,69,Female,Gloves,Accessories,34.0,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,,Credit Card,Annually
3406,28,Female,Blouse,Clothing,87.0,Washington,M,White,Summer,4.2,No,Store Pickup,No,No,,Bank Transfer,Bi-Weekly
3407,57,Female,Sweater,Clothing,79.0,Nebraska,M,Red,Spring,4.0,No,Store Pickup,No,No,,Venmo,Quarterly
3408,46,Female,Dress,Clothing,46.0,Alabama,S,Purple,Spring,2.6,No,Store Pickup,No,No,,Cash,Quarterly
3409,48,Female,Socks,Clothing,72.0,Montana,L,Purple,Summer,4.4,No,Standard,No,No,,Bank Transfer,Annually
3410,24,Female,Shirt,Clothing,93.0,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,,Credit Card,Every 3 Months
3411,50,Female,Sandals,Footwear,76.0,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,,Bank Transfer,Bi-Weekly
3412,29,Female,Shoes,Footwear,56.0,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,,Cash,Weekly
3413,61,Female,Sandals,Footwear,83.0,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,,Venmo,Quarterly
3414,34,Female,Gloves,Accessories,90.0,Delaware,XL,Black,Winter,2.5,No,Express,No,No,,PayPal,Bi-Weekly
3415,27,Female,Boots,Footwear,94.0,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,,Bank Transfer,Quarterly
3416,38,Female,Blouse,Clothing,68.0,New York,M,Gold,Fall,3.0,No,2-Day Shipping,No,No,,Bank Transfer,Annually
3417,25,Female,Sandals,Footwear,53.0,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,No,,Bank Transfer,Every 3 Months
3418,54,Female,Coat,Outerwear,35.0,Massachusetts,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,,Debit Card,Fortnightly
3419,53,Female,Jacket,Outerwear,30.0,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,,Debit Card,Annually
3420,23,Female,Jewelry,Accessories,26.0,West Virginia,L,Indigo,Winter,3.1,No,Store Pickup,No,No,,Venmo,Bi-Weekly
3421,19,Female,Hat,Accessories,60.0,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,,PayPal,Bi-Weekly
3422,57,Female,Shoes,Footwear,30.0,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,,PayPal,Weekly
3423,19,Female,Coat,Outerwear,91.0,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,,Venmo,Monthly
3424,33,Female,Boots,Footwear,71.0,Massachusetts,M,Brown,Spring,3.8,No,Next Day Air,No,No,,PayPal,Bi-Weekly
3425,33,Female,Scarf,Accessories,64.0,Florida,L,Green,Summer,3.6,No,2-Day Shipping,No,No,,Credit Card,Monthly
3426,38,Female,Hat,Accessories,54.0,Michigan,M,Blue,Summer,4.3,No,Next Day Air,No,No,,Debit Card,Bi-Weekly
3427,47,Female,Socks,Clothing,35.0,Oregon,XL,Magenta,Fall,4.8,No,2-Day Shipping,No,No,,Credit Card,Annually
3428,39,Female,T-shirt,Clothing,38.0,Michigan,XL,Turquoise,Winter,2.5,No,Store Pickup,No,No,,Cash,Annually
3429,32,Female,Jewelry,Accessories,69.0,Washington,M,Gray,Fall,2.5,No,Next Day Air,No,No,,Venmo,Monthly
3430,27,Female,Skirt,Clothing,96.0,Alaska,S,Purple,Winter,4.6,No,Express,No,No,,Debit Card,Weekly
3431,67,Female,Socks,Clothing,73.0,Montana,M,Lavender,Winter,4.2,No,Next Day Air,No,No,,Bank Transfer,Every 3 Months
3432,46,Female,Belt,Accessories,49.0,New Mexico,S,Green,Summer,4.2,No,Express,No,No,,Venmo,Annually
3433,36,Female,Boots,Footwear,44.0,Connecticut,M,Gray,Summer,4.8,No,2-Day Shipping,No,No,,PayPal,Every 3 Months
3434,62,Female,Socks,Clothing,93.0,Alaska,M,Yellow,Spring,4.5,No,Free Shipping,No,No,,PayPal,Annually
3435,31,Female,Pants,Clothing,72.0,Ohio,S,Orange,Summer,3.3,No,2-Day Shipping,No,No,,Venmo,Fortnightly
3436,68,Female,Socks,Clothing,91.0,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,No,,Debit Card,Bi-Weekly
3437,57,Female,Belt,Accessories,83.0,Nebraska,L,Peach,Winter,2.8,No,2-Day Shipping,No,No,,Bank Transfer,Monthly
3438,22,Female,Jacket,Outerwear,62.0,Oklahoma,S,Green,Winter,3.5,No,2-Day Shipping,No,No,,PayPal,Annually
3439,26,Female,Shirt,Clothing,71.0,Kentucky,M,Violet,Fall,3.0,No,Store Pickup,No,No,,Credit Card,Monthly
3440,43,Female,Gloves,Accessories,93.0,Idaho,M,Gray,Summer,4.5,No,Express,No,No,,Venmo,Quarterly
3441,45,Female,Handbag,Accessories,63.0,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,,PayPal,Weekly
3442,64,Female,Sweater,Clothing,96.0,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,No,,Credit Card,Annually
3443,28,Female,Skirt,Clothing,78.0,Michigan,M,Violet,Spring,4.3,No,Next Day Air,No,No,,PayPal,Weekly
3444,47,Female,Dress,Clothing,24.0,Tennessee,L,Silver,Summer,5.0,No,Free Shipping,No,No,,Cash,Bi-Weekly
3445,53,Female,Pants,Clothing,63.0,Rhode Island,S,Green,Summer,3.8,No,2-Day Shipping,No,No,,Bank Transfer,Bi-Weekly
3446,42,Female,Hat,Accessories,58.0,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,,Debit Card,Annually
3447,51,Female,Boots,Footwear,55.0,Louisiana,S,Purple,Spring,5.0,No,2-Day Shipping,No,No,,Cash,Weekly
3448,62,Female,Sandals,Footwear,58.0,Arkansas,M,Blue,Fall,4.3,No,Express,No,No,,Bank Transfer,Bi-Weekly
3449,18,Female,Coat,Outerwear,28.0,Kentucky,S,Yellow,Winter,4.1,No,Express,No,No,,Bank Transfer,Fortnightly
3450,48,Female,Blouse,Clothing,37.0,Kansas,M,Brown,Spring,4.5,No,Standard,No,No,,Cash,Monthly
3451,20,Female,Shorts,Clothing,78.0,Vermont,M,Pink,Spring,3.6,No,Store Pickup,No,No,,PayPal,Monthly
3452,32,Female,Blouse,Clothing,73.0,Nevada,XL,Silver,Fall,3.0,No,Free Shipping,No,No,,Credit Card,Annually
3453,26,Female,Jacket,Outerwear,20.0,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,No,,Venmo,Fortnightly
3454,31,Female,Shirt,Clothing,60.0,Alabama,L,Pink,Winter,4.3,No,Standard,No,No,,Venmo,Bi-Weekly
3455,55,Female,Handbag,Accessories,71.0,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,No,,PayPal,Bi-Weekly
3456,49,Female,T-shirt,Clothing,89.0,Ohio,M,Orange,Fall,4.7,No,Standard,No,No,,Venmo,Annually
3457,42,Female,Hoodie,Clothing,53.0,Texas,M,Red,Fall,4.6,No,Express,No,No,,Venmo,Monthly
3458,64,Female,Jewelry,Accessories,87.0,Maryland,M,Gray,Summer,3.0,No,Express,No,No,,Cash,Fortnightly
3459,68,Female,Jewelry,Accessories,37.0,West Virginia,L,Violet,Spring,3.4,No,Standard,No,No,,Venmo,Quarterly
3460,68,Female,Hoodie,Clothing,37.0,Ohio,L,Green,Fall,3.8,No,Express,No,No,,PayPal,Annually
3461,41,Female,Scarf,Accessories,78.0,Indiana,M,Gold,Spring,3.1,No,Express,No,No,,Bank Transfer,Bi-Weekly
3462,51,Female,Shoes,Footwear,23.0,Wyoming,S,Maroon,Spring,4.4,No,Standard,No,No,,Cash,Quarterly
3463,44,Female,Jeans,Clothing,73.0,Michigan,L,Olive,Spring,4.5,No,Standard,No,No,,Credit Card,Every 3 Months
3464,27,Female,Jewelry,Accessories,27.0,Maine,M,Yellow,Fall,2.8,No,2-Day Shipping,No,No,,PayPal,Fortnightly
3465,36,Female,Coat,Outerwear,59.0,Utah,S,Peach,Winter,2.7,No,Next Day Air,No,No,,PayPal,Annually
3466,19,Female,Backpack,Accessories,53.0,Iowa,M,Gold,Spring,3.4,No,Standard,No,No,,Debit Card,Weekly
3467,49,Female,Socks,Clothing,42.0,Maryland,S,Purple,Summer,4.6,No,Standard,No,No,,Bank Transfer,Annually
3468,18,Female,Scarf,Accessories,45.0,Texas,M,Charcoal,Fall,5.0,No,Next Day Air,No,No,,Credit Card,Annually
3469,36,Female,Sunglasses,Accessories,89.0,Ohio,S,Indigo,Winter,3.5,No,Standard,No,No,,Debit Card,Quarterly
3470,36,Female,Socks,Clothing,85.0,North Dakota,L,Magenta,Fall,3.3,No,Store Pickup,No,No,,Cash,Annually
3471,19,Female,Coat,Outerwear,69.0,West Virginia,S,Olive,Summer,4.5,No,Free Shipping,No,No,,Cash,Bi-Weekly
3472,43,Female,Sandals,Footwear,66.0,North Carolina,S,Blue,Spring,3.1,No,Store Pickup,No,No,,Cash,Bi-Weekly
3473,31,Female,Blouse,Clothing,42.0,Georgia,S,White,Summer,4.0,No,Free Shipping,No,No,,Debit Card,Weekly
3474,63,Female,Dress,Clothing,40.0,Kansas,M,Cyan,Spring,2.5,No,Express,No,No,,Cash,Weekly
3475,41,Female,Pants,Clothing,82.0,Maine,M,Cyan,Winter,4.4,No,Store Pickup,No,No,,Venmo,Monthly
3476,48,Female,Sneakers,Footwear,88.0,South Carolina,M,Orange,Spring,4.4,No,Express,No,No,,Cash,Quarterly
3477,68,Female,Boots,Footwear,99.0,South Carolina,XL,Orange,Summer,3.2,No,Free Shipping,No,No,,Cash,Weekly
3478,53,Female,Handbag,Accessories,85.0,Kentucky,S,Teal,Spring,3.8,No,Store Pickup,No,No,,Debit Card,Bi-Weekly
3479,36,Female,Handbag,Accessories,57.0,Arizona,M,Magenta,Fall,4.6,No,Store Pickup,No,No,,PayPal,Quarterly
3480,46,Female,Sweater,Clothing,56.0,New York,S,Orange,Summer,4.9,No,Standard,No,No,,Cash,Monthly
3481,21,Female,Sandals,Footwear,79.0,New Hampshire,L,Peach,Winter,3.5,No,Free Shipping,No,No,,PayPal,Monthly
3482,52,Female,Socks,Clothing,67.0,Ohio,S,Maroon,Summer,3.4,No,Store Pickup,No,No,,Debit Card,Bi-Weekly
3483,66,Female,Gloves,Accessories,61.0,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,No,,Debit Card,Weekly
3484,19,Female,Hoodie,Clothing,37.0,Texas,L,White,Winter,3.9,No,Express,No,No,,Credit Card,Every 3 Months
3485,44,Female,Dress,Clothing,75.0,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,No,,Credit Card,Bi-Weekly
3486,50,Female,Shirt,Clothing,21.0,Massachusetts,XL,Brown,Winter,3.4,No,Standard,No,No,,Debit Card,Fortnightly
3487,51,Female,Shorts,Clothing,89.0,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,No,,PayPal,Weekly
3488,25,Female,Sandals,Footwear,24.0,West Virginia,L,Beige,Fall,2.9,No,Store Pickup,No,No,,Bank Transfer,Annually
3489,62,Female,Sweater,Clothing,27.0,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,No,,Cash,Quarterly
3490,48,Female,Dress,Clothing,26.0,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,No,,PayPal,Every 3 Months
3491,62,Female,Boots,Footwear,82.0,Oregon,M,Violet,Spring,3.6,No,Store Pickup,No,No,,Credit Card,Quarterly
3492,22,Female,Pants,Clothing,28.0,Maine,M,Orange,Winter,4.3,No,Express,No,No,,Cash,Monthly
3493,48,Female,Gloves,Accessories,65.0,South Dakota,M,Turquoise,Fall,4.6,No,Standard,No,No,,Bank Transfer,Annually
3494,48,Female,Pants,Clothing,82.0,New Mexico,XL,Black,Winter,4.7,No,Store Pickup,No,No,,Credit Card,Weekly
3495,62,Female,Scarf,Accessories,38.0,Washington,M,Silver,Winter,3.5,No,Free Shipping,No,No,,PayPal,Quarterly
3496,24,Female,Shorts,Clothing,33.0,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,No,,Cash,Weekly
3497,39,Female,Shoes,Footwear,38.0,Idaho,M,Pink,Summer,4.0,No,Free Shipping,No,No,,PayPal,Monthly
3498,35,Female,Handbag,Accessories,48.0,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,No,,Venmo,Every 3 Months
3499,47,Female,Sandals,Footwear,35.0,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,No,,Bank Transfer,Bi-Weekly
3500,22,Female,Socks,Clothing,29.0,New Jersey,L,Indigo,Fall,3.0,No,Next Day Air,No,No,,PayPal,Every 3 Months
3501,38,Female,Shirt,Clothing,48.0,Oregon,S,Silver,Fall,4.6,No,Next Day Air,No,No,,Debit Card,Fortnightly
3502,53,Female,Shoes,Footwear,87.0,Nebraska,M,Silver,Fall,4.8,No,Standard,No,No,,Bank Transfer,Weekly
3503,31,Female,Backpack,Accessories,62.0,Massachusetts,M,Green,Fall,4.7,No,Next Day Air,No,No,,Bank Transfer,Quarterly
3504,31,Female,Shirt,Clothing,96.0,Nebraska,M,Pink,Spring,3.9,No,Free Shipping,No,No,,Cash,Weekly
3505,65,Female,Handbag,Accessories,41.0,Hawaii,S,Violet,Fall,4.0,No,Next Day Air,No,No,,Venmo,Monthly
3506,48,Female,Jewelry,Accessories,42.0,Indiana,L,Red,Winter,3.7,No,2-Day Shipping,No,No,,Bank Transfer,Every 3 Months
